class_id,x_center,y_center,width,height,file_name,row_index,image_path,label_path,mask_path,warm_color_binary,train_test_validation
2,0.748260,0.841667,0.501933,0.303125,387,2,387.jpg,387.txt,387*2*2.png,1,2
2,0.283063,0.830990,0.556845,0.338021,387,3,387.jpg,387.txt,387*3*2.png,1,2
2,0.186775,0.269271,0.372003,0.103125,387,4,387.jpg,387.txt,387*4*2.png,1,2
2,0.076179,0.494271,0.150812,0.348958,387,5,387.jpg,387.txt,387*5*2.png,1,2
2,0.926141,0.441146,0.143078,0.361458,387,6,387.jpg,387.txt,387*6*2.png,1,2
2,0.364430,0.883594,0.515024,0.232813,388,1,388.jpg,388.txt,388*1*2.png,1,0
2,0.200210,0.640885,0.389238,0.255729,388,2,388.jpg,388.txt,388*2*2.png,1,0
2,0.501398,0.509635,0.392034,0.303646,388,3,388.jpg,388.txt,388*3*2.png,1,0
2,0.834731,0.509115,0.330538,0.243229,388,4,388.jpg,388.txt,388*4*2.png,1,0
2,0.590846,0.736458,0.433962,0.240625,388,5,388.jpg,388.txt,388*5*2.png,1,0
2,0.791405,0.926042,0.365479,0.147917,388,6,388.jpg,388.txt,388*6*2.png,1,0
2,0.189029,0.392188,0.341719,0.312500,388,7,388.jpg,388.txt,388*7*2.png,1,0
2,0.359539,0.233594,0.619846,0.195312,388,8,388.jpg,388.txt,388*8*2.png,1,0
2,0.861286,0.151042,0.264850,0.225000,388,9,388.jpg,388.txt,388*9*2.png,1,0
2,0.865479,0.319792,0.262055,0.188542,388,10,388.jpg,388.txt,388*10*2.png,1,0
2,0.912648,0.762760,0.173305,0.281771,388,11,388.jpg,388.txt,388*11*2.png,1,0
2,0.109015,0.078646,0.208246,0.150000,388,12,388.jpg,388.txt,388*12*2.png,1,0
2,0.426625,0.098437,0.407407,0.192708,388,13,388.jpg,388.txt,388*13*2.png,1,0
2,0.511458,0.632422,0.107292,0.133594,389,1,389.jpg,389.txt,389*1*2.png,1,0
2,0.282292,0.681641,0.095833,0.127344,389,2,389.jpg,389.txt,389*2*2.png,1,0
2,0.369792,0.699219,0.102083,0.137500,389,3,389.jpg,389.txt,389*3*2.png,1,0
2,0.142969,0.658203,0.104688,0.116406,389,4,389.jpg,389.txt,389*4*2.png,1,0
2,0.740365,0.689063,0.114062,0.106250,389,5,389.jpg,389.txt,389*5*2.png,1,0
2,0.668490,0.592578,0.106771,0.100781,389,6,389.jpg,389.txt,389*6*2.png,1,0
2,0.433073,0.480469,0.124479,0.096875,389,7,389.jpg,389.txt,389*7*2.png,1,0
2,0.235417,0.555078,0.089583,0.114844,389,8,389.jpg,389.txt,389*8*2.png,1,0
2,0.866667,0.668750,0.097917,0.131250,389,9,389.jpg,389.txt,389*9*2.png,1,0
2,0.723437,0.559766,0.079167,0.103906,389,10,389.jpg,389.txt,389*10*2.png,1,0
2,0.597396,0.495703,0.105208,0.096094,389,11,389.jpg,389.txt,389*11*2.png,1,0
2,0.622135,0.721094,0.158854,0.148438,389,12,389.jpg,389.txt,389*12*2.png,1,0
32,0.469497,0.297606,0.333928,0.385638,3897009955_9d4a6162b7_o,1,3897009955_9d4a6162b7_o.jpg,3897009955_9d4a6162b7_o.txt,None,0,0
32,0.711381,0.390691,0.149126,0.239894,3897009955_9d4a6162b7_o,2,3897009955_9d4a6162b7_o.jpg,3897009955_9d4a6162b7_o.txt,None,0,0
2,0.172494,0.627128,0.344274,0.729787,3897009955_9d4a6162b7_o,3,3897009955_9d4a6162b7_o.jpg,3897009955_9d4a6162b7_o.txt,3897009955_9d4a6162b7_o*3*2.png,1,0
2,0.435605,0.740691,0.249019,0.334574,3897009955_9d4a6162b7_o,4,3897009955_9d4a6162b7_o.jpg,3897009955_9d4a6162b7_o.txt,3897009955_9d4a6162b7_o*4*2.png,1,0
2,0.663932,0.672606,0.356761,0.400532,3897009955_9d4a6162b7_o,5,3897009955_9d4a6162b7_o.jpg,3897009955_9d4a6162b7_o.txt,3897009955_9d4a6162b7_o*5*2.png,1,0
2,0.897075,0.569681,0.205137,0.444681,3897009955_9d4a6162b7_o,6,3897009955_9d4a6162b7_o.jpg,3897009955_9d4a6162b7_o.txt,3897009955_9d4a6162b7_o*6*2.png,1,0
2,0.239922,0.285638,0.155904,0.206383,3897009955_9d4a6162b7_o,7,3897009955_9d4a6162b7_o.jpg,3897009955_9d4a6162b7_o.txt,3897009955_9d4a6162b7_o*7*2.png,1,0
2,0.353550,0.415957,0.226900,0.310638,3897009955_9d4a6162b7_o,8,3897009955_9d4a6162b7_o.jpg,3897009955_9d4a6162b7_o.txt,3897009955_9d4a6162b7_o*8*2.png,1,0
2,0.513022,0.125798,0.192651,0.197340,3897009955_9d4a6162b7_o,9,3897009955_9d4a6162b7_o.jpg,3897009955_9d4a6162b7_o.txt,3897009955_9d4a6162b7_o*9*2.png,1,0
52,0.547500,0.564171,0.280000,0.486631,39,1,39.jpg,39.txt,None,0,0
52,0.815000,0.259358,0.255000,0.497326,39,2,39.jpg,39.txt,None,0,0
52,0.198750,0.251337,0.237500,0.438503,39,3,39.jpg,39.txt,None,0,0
52,0.180000,0.759358,0.270000,0.481283,39,4,39.jpg,39.txt,None,0,0
52,0.632500,0.901070,0.240000,0.197861,39,5,39.jpg,39.txt,None,0,0
52,0.905000,0.668449,0.190000,0.513369,39,6,39.jpg,39.txt,None,0,0
52,0.612500,0.157754,0.210000,0.304813,39,7,39.jpg,39.txt,None,0,0
52,0.407500,0.176471,0.235000,0.331551,39,8,39.jpg,39.txt,None,0,0
52,0.343750,0.486631,0.172500,0.502674,39,9,39.jpg,39.txt,None,0,0
2,0.149219,0.326852,0.267188,0.468519,390,1,390.jpg,390.txt,390*1*2.png,1,1
2,0.406771,0.443519,0.239583,0.377778,390,2,390.jpg,390.txt,390*2*2.png,1,1
2,0.632292,0.452778,0.243750,0.470370,390,3,390.jpg,390.txt,390*3*2.png,1,1
2,0.863281,0.625463,0.224479,0.375000,390,4,390.jpg,390.txt,390*4*2.png,1,1
2,0.600260,0.206019,0.370312,0.336111,390,5,390.jpg,390.txt,390*5*2.png,1,1
2,0.472135,0.546875,0.776563,0.756250,391,1,391.jpg,391.txt,391*1*2.png,1,0
2,0.506510,0.112891,0.594271,0.224219,391,2,391.jpg,391.txt,391*2*2.png,1,0
2,0.058594,0.406641,0.116146,0.633594,391,3,391.jpg,391.txt,391*3*2.png,1,0
2,0.127344,0.108594,0.253646,0.210938,391,4,391.jpg,391.txt,391*4*2.png,1,0
2,0.897135,0.339844,0.195312,0.628125,391,5,391.jpg,391.txt,391*5*2.png,1,0
2,0.629151,0.726538,0.352662,0.168717,392,1,392.jpg,392.txt,392*1*2.png,1,1
2,0.608593,0.580668,0.545598,0.228471,392,2,392.jpg,392.txt,392*2*2.png,1,1
2,0.765946,0.425835,0.456510,0.297715,392,3,392.jpg,392.txt,392*3*2.png,1,1
7,0.496094,0.568519,0.357812,0.720370,393,1,393.jpg,393.txt,None,0,0
7,0.740365,0.434722,0.154688,0.515741,393,2,393.jpg,393.txt,None,0,0
7,0.176563,0.638426,0.307292,0.404630,393,3,393.jpg,393.txt,None,0,0
7,0.143490,0.318056,0.174479,0.365741,393,4,393.jpg,393.txt,None,0,0
7,0.298698,0.338889,0.165104,0.557407,393,5,393.jpg,393.txt,None,0,0
65,0.551515,0.809679,0.189899,0.223872,3936453169_882c840365_o,1,3936453169_882c840365_o.jpg,3936453169_882c840365_o.txt,None,0,0
65,0.352020,0.748219,0.232323,0.252969,3936453169_882c840365_o,2,3936453169_882c840365_o.jpg,3936453169_882c840365_o.txt,None,0,0
28,0.565587,0.597788,0.261285,0.148496,394,1,394.jpg,394.txt,None,0,0
28,0.423261,0.401858,0.182687,0.113097,394,2,394.jpg,394.txt,None,0,0
28,0.565587,0.443274,0.225704,0.073805,394,3,394.jpg,394.txt,None,0,0
28,0.784652,0.618496,0.183218,0.130796,394,4,394.jpg,394.txt,None,0,0
28,0.418614,0.707434,0.230218,0.145487,394,5,394.jpg,394.txt,None,0,0
28,0.475438,0.841504,0.264206,0.148496,394,6,394.jpg,394.txt,None,0,0
14,0.520446,0.943982,0.221455,0.111681,394,7,394.jpg,394.txt,394*7*14.png,1,0
14,0.729687,0.926903,0.250133,0.146195,394,8,394.jpg,394.txt,394*8*14.png,1,0
14,0.821296,0.752566,0.185874,0.145841,394,9,394.jpg,394.txt,394*9*14.png,1,0
14,0.325013,0.589912,0.208178,0.107257,394,10,394.jpg,394.txt,394*10*14.png,1,0
14,0.473447,0.840973,0.221455,0.131858,394,11,394.jpg,394.txt,394*11*14.png,1,0
14,0.755178,0.515664,0.174190,0.082655,394,12,394.jpg,394.txt,394*12*14.png,1,0
14,0.536644,0.338673,0.147637,0.078761,394,13,394.jpg,394.txt,394*13*14.png,1,0
14,0.637015,0.388319,0.156134,0.067965,394,14,394.jpg,394.txt,394*14*14.png,1,0
14,0.639007,0.733274,0.228625,0.144425,394,15,394.jpg,394.txt,394*15*14.png,1,0
14,0.861126,0.884425,0.197557,0.137699,394,16,394.jpg,394.txt,394*16*14.png,1,0
22,0.899628,0.437257,0.200743,0.136106,394,17,394.jpg,394.txt,None,0,0
22,0.794875,0.393628,0.147902,0.069027,394,18,394.jpg,394.txt,None,0,0
12,0.945964,0.572566,0.107541,0.135929,394,19,394.jpg,394.txt,None,0,0
12,0.953532,0.777080,0.092937,0.163009,394,20,394.jpg,394.txt,None,0,0
10,0.158524,0.764690,0.157727,0.113097,394,21,394.jpg,394.txt,None,0,0
10,0.261020,0.705487,0.097185,0.163186,394,22,394.jpg,394.txt,None,0,0
10,0.122942,0.643009,0.195964,0.103363,394,23,394.jpg,394.txt,None,0,0
10,0.215082,0.823009,0.274031,0.061947,394,24,394.jpg,394.txt,None,0,0
10,0.165826,0.936726,0.273234,0.126549,394,25,394.jpg,394.txt,None,0,0
10,0.032262,0.772832,0.053372,0.156283,394,26,394.jpg,394.txt,None,0,0
27,0.577270,0.230442,0.128518,0.096283,394,27,394.jpg,394.txt,None,0,0
27,0.421535,0.087434,0.153213,0.093451,394,28,394.jpg,394.txt,None,0,0
27,0.225704,0.112920,0.185874,0.071504,394,29,394.jpg,394.txt,None,0,0
27,0.657860,0.286814,0.135688,0.081593,394,30,394.jpg,394.txt,None,0,0
27,0.491503,0.255664,0.092937,0.077699,394,31,394.jpg,394.txt,None,0,0
27,0.663702,0.190088,0.120818,0.080708,394,32,394.jpg,394.txt,None,0,0
17,0.948885,0.199027,0.101699,0.070619,394,33,394.jpg,394.txt,None,0,0
17,0.791954,0.266903,0.096920,0.090619,394,34,394.jpg,394.txt,None,0,0
17,0.766729,0.179381,0.120818,0.068850,394,35,394.jpg,394.txt,None,0,0
17,0.936272,0.277965,0.126925,0.065664,394,36,394.jpg,394.txt,None,0,0
14,0.254116,0.434867,0.151885,0.084602,394,37,394.jpg,394.txt,394*37*14.png,1,0
34,0.489844,0.356481,0.447396,0.314815,39407911704_7a12d0cb52_o,1,39407911704_7a12d0cb52_o.jpg,39407911704_7a12d0cb52_o.txt,None,0,0
34,0.172917,0.468519,0.342708,0.312963,39407911704_7a12d0cb52_o,2,39407911704_7a12d0cb52_o.jpg,39407911704_7a12d0cb52_o.txt,None,0,0
34,0.121615,0.789815,0.182812,0.420370,39407911704_7a12d0cb52_o,3,39407911704_7a12d0cb52_o.jpg,39407911704_7a12d0cb52_o.txt,None,0,0
34,0.644271,0.773148,0.250000,0.453704,39407911704_7a12d0cb52_o,4,39407911704_7a12d0cb52_o.jpg,39407911704_7a12d0cb52_o.txt,None,0,0
34,0.376042,0.751389,0.334375,0.497222,39407911704_7a12d0cb52_o,5,39407911704_7a12d0cb52_o.jpg,39407911704_7a12d0cb52_o.txt,None,0,0
34,0.293490,0.124537,0.282813,0.247222,39407911704_7a12d0cb52_o,6,39407911704_7a12d0cb52_o.jpg,39407911704_7a12d0cb52_o.txt,None,0,0
34,0.486719,0.110185,0.123438,0.218519,39407911704_7a12d0cb52_o,7,39407911704_7a12d0cb52_o.jpg,39407911704_7a12d0cb52_o.txt,None,0,0
34,0.689844,0.156019,0.216146,0.310185,39407911704_7a12d0cb52_o,8,39407911704_7a12d0cb52_o.jpg,39407911704_7a12d0cb52_o.txt,None,0,0
34,0.906771,0.426389,0.186458,0.456481,39407911704_7a12d0cb52_o,9,39407911704_7a12d0cb52_o.jpg,39407911704_7a12d0cb52_o.txt,None,0,0
34,0.863542,0.834722,0.272917,0.325000,39407911704_7a12d0cb52_o,10,39407911704_7a12d0cb52_o.jpg,39407911704_7a12d0cb52_o.txt,None,0,0
34,0.751042,0.534259,0.186458,0.238889,39407911704_7a12d0cb52_o,11,39407911704_7a12d0cb52_o.jpg,39407911704_7a12d0cb52_o.txt,None,0,0
5,0.442383,0.560761,0.464844,0.685212,3941540406_66ddc7dfcc_b,1,3941540406_66ddc7dfcc_b.jpg,3941540406_66ddc7dfcc_b.txt,3941540406_66ddc7dfcc_b*1*5.png,1,0
5,0.183594,0.371157,0.332031,0.592972,3941540406_66ddc7dfcc_b,2,3941540406_66ddc7dfcc_b.jpg,3941540406_66ddc7dfcc_b.txt,3941540406_66ddc7dfcc_b*2*5.png,1,0
7,0.474041,0.729325,0.167930,0.343556,395,1,395.jpg,395.txt,None,0,0
7,0.592924,0.656961,0.099242,0.444176,395,2,395.jpg,395.txt,None,0,0
14,0.715369,0.593212,0.174592,0.514473,395,3,395.jpg,395.txt,395*3*14.png,1,0
14,0.713301,0.889904,0.313807,0.127843,395,4,395.jpg,395.txt,395*4*14.png,1,0
14,0.867448,0.771537,0.169538,0.248794,395,5,395.jpg,395.txt,395*5*14.png,1,0
7,0.281771,0.616016,0.163542,0.653906,396,1,396.jpg,396.txt,None,0,0
7,0.609115,0.341797,0.197396,0.522656,396,2,396.jpg,396.txt,None,0,0
7,0.512760,0.737500,0.120313,0.525000,396,3,396.jpg,396.txt,None,0,0
7,0.652865,0.767188,0.158854,0.465625,396,4,396.jpg,396.txt,None,0,0
7,0.792969,0.761719,0.148438,0.476562,396,5,396.jpg,396.txt,None,0,0
7,0.754687,0.468359,0.107292,0.224219,396,6,396.jpg,396.txt,None,0,0
7,0.667448,0.318359,0.063021,0.203906,396,7,396.jpg,396.txt,None,0,0
7,0.384896,0.526563,0.109375,0.478125,396,8,396.jpg,396.txt,None,0,0
7,0.139063,0.788281,0.270833,0.357812,396,9,396.jpg,396.txt,None,0,0
7,0.159896,0.566016,0.118750,0.346094,396,10,396.jpg,396.txt,None,0,0
17,0.482292,0.580903,0.461458,0.539583,397,1,397.jpg,397.txt,None,0,0
17,0.130469,0.198611,0.259896,0.395833,397,2,397.jpg,397.txt,None,0,0
17,0.160417,0.569792,0.281250,0.397917,397,3,397.jpg,397.txt,None,0,0
17,0.218490,0.887153,0.390104,0.225694,397,4,397.jpg,397.txt,None,0,0
17,0.696615,0.907639,0.401562,0.184722,397,5,397.jpg,397.txt,None,0,0
17,0.574740,0.257292,0.373437,0.288194,397,6,397.jpg,397.txt,None,0,0
17,0.847135,0.550000,0.290104,0.316667,397,7,397.jpg,397.txt,None,0,0
17,0.838021,0.189931,0.319792,0.375694,397,8,397.jpg,397.txt,None,0,0
17,0.328646,0.177778,0.168750,0.286111,397,9,397.jpg,397.txt,None,0,0
31,0.322772,0.532010,0.451100,0.482422,39717214694_5ee031da84_o,1,39717214694_5ee031da84_o.jpg,39717214694_5ee031da84_o.txt,None,0,0
31,0.771846,0.548394,0.431424,0.466580,39717214694_5ee031da84_o,2,39717214694_5ee031da84_o.jpg,39717214694_5ee031da84_o.txt,None,0,0
7,0.451823,0.521468,0.246354,0.654176,398,1,398.jpg,398.txt,None,0,0
7,0.516146,0.576953,0.546875,0.844531,399,1,399.jpg,399.txt,None,0,2
7,0.139323,0.552344,0.277604,0.625000,399,2,399.jpg,399.txt,None,0,2
7,0.866146,0.509766,0.267708,0.486719,399,3,399.jpg,399.txt,None,0,2
3,0.536133,0.768553,0.386719,0.233962,4,1,4.jpg,4.txt,None,0,1
9,0.777344,0.663522,0.263672,0.247799,4,2,4.jpg,4.txt,4*2*9.png,1,1
10,0.126953,0.747170,0.251953,0.505660,4,3,4.jpg,4.txt,None,0,1
17,0.379883,0.613208,0.240234,0.076730,4,4,4.jpg,4.txt,None,0,1
20,0.886719,0.408176,0.080078,0.076730,4,5,4.jpg,4.txt,None,0,1
41,0.108887,0.078616,0.155273,0.144654,4,6,4.jpg,4.txt,None,0,1
41,0.794922,0.094340,0.160156,0.186164,4,7,4.jpg,4.txt,None,0,1
19,0.817383,0.357862,0.144531,0.096855,4,8,4.jpg,4.txt,None,0,1
21,0.704590,0.487421,0.090820,0.089308,4,9,4.jpg,4.txt,None,0,1
17,0.228516,0.473585,0.103516,0.044025,4,10,4.jpg,4.txt,None,0,1
28,0.494629,0.486164,0.165039,0.049057,4,11,4.jpg,4.txt,None,0,1
23,0.798340,0.469182,0.079102,0.057862,4,12,4.jpg,4.txt,None,0,1
20,0.957520,0.428302,0.049805,0.061635,4,13,4.jpg,4.txt,None,0,1
52,0.441667,0.635938,0.605556,0.659375,40,1,40.jpg,40.txt,None,0,1
52,0.790278,0.309375,0.375000,0.456250,40,2,40.jpg,40.txt,None,0,1
52,0.393056,0.245312,0.419444,0.303125,40,3,40.jpg,40.txt,None,0,1
52,0.091667,0.304688,0.177778,0.459375,40,4,40.jpg,40.txt,None,0,1
9,0.570988,0.786314,0.354167,0.427373,400,1,400.jpg,400.txt,400*1*9.png,1,2
9,0.785687,0.686053,0.294367,0.355324,400,2,400.jpg,400.txt,400*2*9.png,1,2
9,0.911362,0.550926,0.177276,0.298032,400,3,400.jpg,400.txt,400*3*9.png,1,2
9,0.494117,0.535012,0.238619,0.188657,400,4,400.jpg,400.txt,400*4*9.png,1,2
9,0.684414,0.449797,0.236497,0.202257,400,5,400.jpg,400.txt,400*5*9.png,1,2
9,0.885802,0.363137,0.217978,0.151042,400,6,400.jpg,400.txt,400*6*9.png,1,2
9,0.361690,0.346933,0.135031,0.101852,400,7,400.jpg,400.txt,400*7*9.png,1,2
9,0.469136,0.389902,0.202932,0.138021,400,8,400.jpg,400.txt,400*8*9.png,1,2
9,0.531636,0.276910,0.125000,0.087963,400,9,400.jpg,400.txt,400*9*9.png,1,2
9,0.637539,0.319010,0.188657,0.104456,400,10,400.jpg,400.txt,400*10*9.png,1,2
9,0.319637,0.422888,0.157022,0.155382,400,11,400.jpg,400.txt,400*11*9.png,1,2
9,0.743056,0.282697,0.186343,0.116898,400,12,400.jpg,400.txt,400*12*9.png,1,2
12,0.861520,0.642004,0.276961,0.217831,401,1,401.jpg,401.txt,None,0,2
12,0.430760,0.656250,0.343137,0.364583,401,2,401.jpg,401.txt,None,0,2
12,0.136642,0.725337,0.272672,0.473346,401,3,401.jpg,401.txt,None,0,2
12,0.525582,0.525429,0.420037,0.286152,401,4,401.jpg,401.txt,None,0,2
12,0.622396,0.729320,0.205576,0.232537,401,5,401.jpg,401.txt,None,0,2
12,0.843750,0.798254,0.285539,0.239277,401,6,401.jpg,401.txt,None,0,2
62,0.456250,0.463449,0.282500,0.413308,402,1,402.jpg,402.txt,402*1*62.png,1,0
62,0.721875,0.303187,0.292500,0.411434,402,2,402.jpg,402.txt,402*2*62.png,1,0
62,0.665937,0.663543,0.273125,0.378632,402,3,402.jpg,402.txt,402*3*62.png,1,0
62,0.306250,0.738988,0.246250,0.308341,402,4,402.jpg,402.txt,402*4*62.png,1,0
62,0.256250,0.398782,0.227500,0.388941,402,5,402.jpg,402.txt,402*5*62.png,1,0
62,0.413750,0.159794,0.260000,0.227741,402,6,402.jpg,402.txt,402*6*62.png,1,0
62,0.120313,0.853796,0.239375,0.281162,402,7,402.jpg,402.txt,402*7*62.png,1,0
62,0.558750,0.903468,0.230000,0.193065,402,8,402.jpg,402.txt,402*8*62.png,1,0
62,0.857187,0.780225,0.225625,0.394564,402,9,402.jpg,402.txt,402*9*62.png,1,0
62,0.896875,0.272727,0.183750,0.363636,402,10,402.jpg,402.txt,402*10*62.png,1,0
62,0.208750,0.110122,0.216250,0.212746,402,11,402.jpg,402.txt,402*11*62.png,1,0
62,0.076250,0.372540,0.151250,0.357076,402,12,402.jpg,402.txt,402*12*62.png,1,0
62,0.103125,0.626523,0.160000,0.210872,402,13,402.jpg,402.txt,402*13*62.png,1,0
62,0.485531,0.510938,0.745981,0.940625,403,1,403.jpg,403.txt,403*1*62.png,1,2
24,0.721680,0.494272,0.408203,0.330606,40378402013_098146b558_b,1,40378402013_098146b558_b.jpg,40378402013_098146b558_b.txt,None,0,1
62,0.145500,0.354000,0.289000,0.344000,404,1,404.jpg,404.txt,404*1*62.png,1,1
62,0.238500,0.731500,0.341000,0.371000,404,2,404.jpg,404.txt,404*2*62.png,1,1
62,0.552000,0.690500,0.328000,0.357000,404,3,404.jpg,404.txt,404*3*62.png,1,1
62,0.854000,0.468500,0.292000,0.393000,404,4,404.jpg,404.txt,404*4*62.png,1,1
62,0.435500,0.201000,0.365000,0.360000,404,5,404.jpg,404.txt,404*5*62.png,1,1
62,0.870000,0.107500,0.260000,0.213000,404,6,404.jpg,404.txt,404*6*62.png,1,1
62,0.518478,0.355072,0.454348,0.695652,405,1,405.jpg,405.txt,405*1*62.png,1,1
62,0.818478,0.766304,0.350000,0.460145,405,2,405.jpg,405.txt,405*2*62.png,1,1
62,0.442391,0.846014,0.406522,0.307971,405,3,405.jpg,405.txt,405*3*62.png,1,1
62,0.198913,0.755435,0.310870,0.467391,405,4,405.jpg,405.txt,405*4*62.png,1,1
62,0.201087,0.297101,0.271739,0.485507,405,5,405.jpg,405.txt,405*5*62.png,1,1
35,0.559400,0.488261,0.584077,0.457341,40540357965_ee0215fd76_o,1,40540357965_ee0215fd76_o.jpg,40540357965_ee0215fd76_o.txt,None,0,0
31,0.299383,0.572049,0.170910,0.440394,40562367043_5b23eaabb5_o,1,40562367043_5b23eaabb5_o.jpg,40562367043_5b23eaabb5_o.txt,None,0,2
31,0.472319,0.553096,0.196566,0.407118,40562367043_5b23eaabb5_o,2,40562367043_5b23eaabb5_o.jpg,40562367043_5b23eaabb5_o.txt,None,0,2
31,0.561535,0.459780,0.159336,0.359954,40562367043_5b23eaabb5_o,3,40562367043_5b23eaabb5_o.jpg,40562367043_5b23eaabb5_o.txt,None,0,2
31,0.656539,0.266638,0.196181,0.316262,40562367043_5b23eaabb5_o,4,40562367043_5b23eaabb5_o.jpg,40562367043_5b23eaabb5_o.txt,None,0,2
31,0.091532,0.200955,0.182677,0.336516,40562367043_5b23eaabb5_o,5,40562367043_5b23eaabb5_o.jpg,40562367043_5b23eaabb5_o.txt,None,0,2
31,0.134742,0.458333,0.171489,0.238426,40562367043_5b23eaabb5_o,6,40562367043_5b23eaabb5_o.jpg,40562367043_5b23eaabb5_o.txt,None,0,2
31,0.039931,0.522425,0.079090,0.283854,40562367043_5b23eaabb5_o,7,40562367043_5b23eaabb5_o.jpg,40562367043_5b23eaabb5_o.txt,None,0,2
31,0.153549,0.042535,0.146219,0.084491,40562367043_5b23eaabb5_o,8,40562367043_5b23eaabb5_o.jpg,40562367043_5b23eaabb5_o.txt,None,0,2
62,0.550719,0.423337,0.743026,0.492672,406,1,406.jpg,406.txt,406*1*62.png,1,0
62,0.501268,0.802706,0.997464,0.392334,406,2,406.jpg,406.txt,406*2*62.png,1,0
62,0.229985,0.355131,0.136622,0.183256,407,1,407.jpg,407.txt,407*1*62.png,1,0
62,0.262268,0.587191,0.108729,0.220679,407,2,407.jpg,407.txt,407*2*62.png,1,0
62,0.769112,0.648920,0.137913,0.220679,407,3,407.jpg,407.txt,407*3*62.png,1,0
62,0.458419,0.789931,0.097624,0.179398,407,4,407.jpg,407.txt,407*4*62.png,1,0
62,0.767175,0.846644,0.162965,0.196373,407,5,407.jpg,407.txt,407*5*62.png,1,0
62,0.725207,0.249035,0.130682,0.163966,407,6,407.jpg,407.txt,407*6*62.png,1,0
62,0.873967,0.244985,0.108988,0.150463,407,7,407.jpg,407.txt,407*7*62.png,1,0
62,0.778796,0.471065,0.129907,0.168981,407,8,407.jpg,407.txt,407*8*62.png,1,0
62,0.504778,0.452739,0.127324,0.144676,407,9,407.jpg,407.txt,407*9*62.png,1,0
62,0.158058,0.197338,0.121901,0.127701,407,10,407.jpg,407.txt,407*10*62.png,1,0
62,0.068957,0.656057,0.130682,0.170139,407,11,407.jpg,407.txt,407*11*62.png,1,0
62,0.175362,0.947724,0.117769,0.104552,407,12,407.jpg,407.txt,407*12*62.png,1,0
62,0.408704,0.267168,0.122676,0.130015,407,13,407.jpg,407.txt,407*13*62.png,1,0
62,0.675878,0.114583,0.116219,0.126543,407,14,407.jpg,407.txt,407*14*62.png,1,0
62,0.618543,0.222029,0.101756,0.143133,407,15,407.jpg,407.txt,407*15*62.png,1,0
62,0.932980,0.081597,0.102531,0.125386,407,16,407.jpg,407.txt,407*16*62.png,1,0
62,0.896694,0.382909,0.107438,0.149306,407,17,407.jpg,407.txt,407*17*62.png,1,0
62,0.870351,0.733218,0.138946,0.170139,407,18,407.jpg,407.txt,407*18*62.png,1,0
62,0.928590,0.875579,0.109762,0.155478,407,19,407.jpg,407.txt,407*19*62.png,1,0
62,0.653667,0.637924,0.120351,0.177083,407,20,407.jpg,407.txt,407*20*62.png,1,0
62,0.200155,0.111111,0.113636,0.109568,407,21,407.jpg,407.txt,407*21*62.png,1,0
62,0.337293,0.132716,0.097624,0.128858,407,22,407.jpg,407.txt,407*22*62.png,1,0
62,0.429365,0.161073,0.099432,0.123071,407,23,407.jpg,407.txt,407*23*62.png,1,0
62,0.533445,0.058063,0.110795,0.107639,407,24,407.jpg,407.txt,407*24*62.png,1,0
62,0.043259,0.290895,0.083936,0.126543,407,25,407.jpg,407.txt,407*25*62.png,1,0
62,0.057593,0.392554,0.101756,0.123071,407,26,407.jpg,407.txt,407*26*62.png,1,0
62,0.071023,0.516204,0.110537,0.111883,407,27,407.jpg,407.txt,407*27*62.png,1,0
62,0.181043,0.516782,0.116219,0.146991,407,28,407.jpg,407.txt,407*28*62.png,1,0
62,0.058884,0.907986,0.113636,0.160108,407,29,407.jpg,407.txt,407*29*62.png,1,0
62,0.294938,0.768326,0.107955,0.136188,407,30,407.jpg,407.txt,407*30*62.png,1,0
62,0.451963,0.584877,0.107438,0.160494,407,31,407.jpg,407.txt,407*31*62.png,1,0
62,0.550362,0.579475,0.110537,0.168981,407,32,407.jpg,407.txt,407*32*62.png,1,0
62,0.353822,0.572724,0.088843,0.133873,407,33,407.jpg,407.txt,407*33*62.png,1,0
62,0.535511,0.298611,0.093750,0.141975,407,34,407.jpg,407.txt,407*34*62.png,1,0
62,0.818440,0.163580,0.097624,0.113426,407,35,407.jpg,407.txt,407*35*62.png,1,0
62,0.276562,0.530928,0.329375,0.465792,408,1,408.jpg,408.txt,408*1*62.png,1,0
62,0.680000,0.583411,0.335000,0.488285,408,2,408.jpg,408.txt,408*2*62.png,1,0
62,0.505000,0.293346,0.285000,0.421743,408,3,408.jpg,408.txt,408*3*62.png,1,0
62,0.260254,0.453776,0.463867,0.654948,409,1,409.jpg,409.txt,409*1*62.png,1,0
62,0.729004,0.643229,0.500977,0.677083,409,2,409.jpg,409.txt,409*2*62.png,1,0
62,0.270508,0.145182,0.478516,0.287760,409,3,409.jpg,409.txt,409*3*62.png,1,0
52,0.456055,0.246250,0.184766,0.253750,41,1,41.jpg,41.txt,None,0,1
52,0.335352,0.544375,0.165234,0.235000,41,2,41.jpg,41.txt,None,0,1
52,0.663672,0.571250,0.158594,0.260000,41,3,41.jpg,41.txt,None,0,1
52,0.887695,0.282813,0.180859,0.300625,41,4,41.jpg,41.txt,None,0,1
52,0.438086,0.715938,0.174609,0.223125,41,5,41.jpg,41.txt,None,0,1
